id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1152091072895389696,Fri Jul 19 05:41:31 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Since the weekend is here #hearthealth https://t.co/vJjh4xk2j3,Since weekend hearthealth https //t.co/vJjh4xk2j3,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,MarMonaShoes,False,hearthealth,,"Makati City, National Capital ",
1152090909540081664,Fri Jul 19 05:40:52 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @DrKristieLeong: All #nuts are a healthier alternative to a bag of chips. Studies show that eating a handful of nuts daily lowers c-reac…,RT DrKristieLeong All nuts healthier alternative bag chips Studies show eating handful nuts daily lowers c-reac…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,39,crystalmoon1ba,,nuts,DrKristieLeong,"Alabama, USA",
1152089769469534208,Fri Jul 19 05:36:20 +0000 2019,"<a href=""https://sciencex.com/"" rel=""nofollow"">Science X Status Updates</a>",#Diabetes increases the risk of #heartfailure more in women than men https://t.co/BIHxRdv7T6,Diabetes increases risk heartfailure women men https //t.co/BIHxRdv7T6,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,physorg_health,False,"Diabetes, heartfailure",,,
1152089671914131457,Fri Jul 19 05:35:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @signagnststroke: Follow Sign Against Stroke to find out more about #stroke prevention and recovery,RT signagnststroke Follow Sign Against Stroke find stroke prevention recovery,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,12,denisebrown10,,stroke,signagnststroke,"Philadelphia, Pa",
1152089041753579521,Fri Jul 19 05:33:26 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SaveChildsHeart: 2 weeks ago, Doctor Mike visited save a child’s heart with @amvoicesnisrael . Hear what he has to say about his visit…",RT SaveChildsHeart 2 weeks ago Doctor Mike visited save child ’ heart amvoicesnisrael Hear say visit…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,8,Oguzhan21279559,,,"SaveChildsHeart, amvoicesnisrael",,
1152088772147679232,Fri Jul 19 05:32:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sam571MSA: A year ago today my world was rocked when Mrs W had a stroke

A shocking year including heart surgery &amp; trying to get back o…",RT Sam571MSA A year ago today world rocked Mrs W stroke A shocking year including heart surgery amp trying get back o…,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5,en,0,2,RussGardner13,,,Sam571MSA,Pontyclun,
1152088211759542273,Fri Jul 19 05:30:09 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Drinking large amounts of #alcohol (six or more standard drinks per day) increases your risk of stroke. Drink respo… https://t.co/ZnxjKhteDU,Drinking large amounts alcohol six standard drinks per day increases risk stroke Drink respo… https //t.co/ZnxjKhteDU,"Sentiment(polarity=0.10714285714285714, subjectivity=0.21428571428571427)",0.10714285714285714,0.21428571428571427,en,0,0,beablehealth,False,alcohol,,"Hyderabad, India",
1152088205061177350,Fri Jul 19 05:30:07 +0000 2019,"<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>",There are a number of myths around Heart Failure. Click here to know more about the 5 most common ones.… https://t.co/rEcrMs9fc3,There number myths around Heart Failure Click know 5 common ones.… https //t.co/rEcrMs9fc3,"Sentiment(polarity=-0.30833333333333335, subjectivity=0.4)",-0.30833333333333335,0.4,en,0,0,KeepItPumpingIn,False,,,India,
1152087962538131457,Fri Jul 19 05:29:09 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TheMurden: Happening now. Older People unit #weeklyteaching #heartfailure #teamdevelopment @FHMedicalMatron @FHFT_LearningOD  @FrimleyH…,RT TheMurden Happening Older People unit weeklyteaching heartfailure teamdevelopment FHMedicalMatron FHFT_LearningOD FrimleyH…,"Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333)",0.16666666666666666,0.3333333333333333,en,0,4,clinedFHFT,,"weeklyteaching, heartfailure, teamdevelopment","TheMurden, FHMedicalMatron, FHFT_LearningOD",Frimley Health NHS FT,
1152087550921773061,Fri Jul 19 05:27:31 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @strokeCRE: #StrokeThinkTank facilitator is Natalia S. Rost (@nsanar), Principal Investigator of Rost Stroke Research Group who are comm…",RT strokeCRE StrokeThinkTank facilitator Natalia S. Rost nsanar Principal Investigator Rost Stroke Research Group comm…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,schirmermd,,StrokeThinkTank,"strokeCRE, nsanar",,
1152087290547769344,Fri Jul 19 05:26:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @EMER_G_MED: Stroke Recognition and Care @GTP_Traffstats@_ArriveAlive@EWNTraffic#whensecondscount #strokecare #stroke #cva https://t.co/…,RT EMER_G_MED Stroke Recognition Care GTP_Traffstats _ArriveAlive EWNTraffic whensecondscount strokecare stroke cva https //t.co/…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,7,HasanTeladia1,,"strokecare, stroke, cva",EMER_G_MED,Laudium,
1152086926070956034,Fri Jul 19 05:25:02 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#Honey &amp; #bloodpressure 
#eating Honey may be lead to #modest reduction in #bloodpressure, an important risk factor… https://t.co/5xt6cgKH74",Honey amp bloodpressure eating Honey may lead modest reduction bloodpressure important risk factor… https //t.co/5xt6cgKH74,"Sentiment(polarity=0.25, subjectivity=0.95)",0.25,0.95,en,0,0,NavmiFood,False,"Honey, bloodpressure, eating, modest, bloodpressure",,Pune,"[[73.8031065, 18.4571648], [73.9656571, 18.4571648], [73.9656571, 18.5843633], [73.8031065, 18.5843633]]"
1152086285613486085,Fri Jul 19 05:22:29 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @StrokeAHA_ASA: Magnitude of Benefit of Combined Endovascular Thrombectomy and Intravenous Fibrinolysis in Large Vessel Occlusion Ischem…,RT StrokeAHA_ASA Magnitude Benefit Combined Endovascular Thrombectomy Intravenous Fibrinolysis Large Vessel Occlusion Ischem…,"Sentiment(polarity=0.21428571428571427, subjectivity=0.42857142857142855)",0.21428571428571427,0.42857142857142855,en,0,55,sashkind,,,StrokeAHA_ASA,"Philadelphia, PA",
1152085188882653184,Fri Jul 19 05:18:08 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PbrownNeuro: People can be more susceptible to #mentalhealth problems following #AcquiredBrainInjury including #stroke we must do more…,RT PbrownNeuro People susceptible mentalhealth problems following AcquiredBrainInjury including stroke must more…,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,0,10,MassDecoration,,"mentalhealth, AcquiredBrainInjury, stroke",PbrownNeuro,"Cumbria, UK",
1152084858463641600,Fri Jul 19 05:16:49 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#stroke recovery is a journey #NoPlateau https://t.co/vu7u6DaPzQ,stroke recovery journey NoPlateau https //t.co/vu7u6DaPzQ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,DrLinOng,False,"stroke, NoPlateau",,"Selangor, Malaysia",
1152084252592394240,Fri Jul 19 05:14:25 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @strokeCRE: #StrokeThinkTank facilitator is Natalia S. Rost (@nsanar), Principal Investigator of Rost Stroke Research Group who are comm…",RT strokeCRE StrokeThinkTank facilitator Natalia S. Rost nsanar Principal Investigator Rost Stroke Research Group comm…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,annabonkhoff,,StrokeThinkTank,"strokeCRE, nsanar",Cologne & London,
1152083599723659265,Fri Jul 19 05:11:49 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Copper helps in preventing #heartdisease https://t.co/in3gwCNzZ2,Copper helps preventing heartdisease https //t.co/in3gwCNzZ2,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,mrcopper2017,False,heartdisease,,"Salem, India",
1152083564910899202,Fri Jul 19 05:11:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @HeartFlow: Eating blueberries can be good for #hearthealth. A new study published in the American Journal of Clinical Nutrition finds t…,RT HeartFlow Eating blueberries good hearthealth A new study published American Journal Clinical Nutrition finds t…,"Sentiment(polarity=0.27878787878787875, subjectivity=0.35151515151515156)",0.27878787878787875,0.35151515151515156,en,0,2,BeauVrolyk,,hearthealth,HeartFlow,,
1152083150832427008,Fri Jul 19 05:10:02 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If it is acting fast #stroke can be cured! 
TIME IS BOTH!  https://t.co/fAQMYiHlln
This year's #worldBrainDay take… https://t.co/U4Q4fSPv1q",If acting fast stroke cured TIME IS BOTH https //t.co/fAQMYiHlln This year 's worldBrainDay take… https //t.co/U4Q4fSPv1q,"Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,en,0,0,WorldofNeuro,False,"stroke, worldBrainDay",,,
1152082163484856320,Fri Jul 19 05:06:07 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Heart Disease Statistics in the United States

#HeartDisease #BeulahHomeHealthAgencyInc https://t.co/EB21H0ed2Q",Heart Disease Statistics United States HeartDisease BeulahHomeHealthAgencyInc https //t.co/EB21H0ed2Q,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,beulahhomehainc,False,"HeartDisease, BeulahHomeHealthAgencyInc",,"3613 Rock Creek Dr
Texas City, Texas",
1152081795271127040,Fri Jul 19 05:04:39 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @NaturalNewsHR: Heart stent fail: Shocking study shows heart stents are medically useless. https://t.co/qH483GZZDP #hearthealth,RT NaturalNewsHR Heart stent fail Shocking study shows heart stents medically useless https //t.co/qH483GZZDP hearthealth,"Sentiment(polarity=-0.6666666666666666, subjectivity=0.49999999999999994)",-0.6666666666666666,0.49999999999999994,en,0,0,HowMuchCanWe,False,hearthealth,NaturalNewsHR,Planet Earth,
1152081444107255811,Fri Jul 19 05:03:15 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @iSchemaView: Join us at #SNIS2019 (booth #217) to see how RAPID can aid your entire #stroke team in providing the highest quality of #S…,RT iSchemaView Join us SNIS2019 booth 217 see RAPID aid entire stroke team providing highest quality S…,"Sentiment(polarity=0.0, subjectivity=0.625)",0.0,0.625,en,0,1,kratesng,,"SNIS2019, stroke",iSchemaView,San Francisco,
1152080754702032897,Fri Jul 19 05:00:31 +0000 2019,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Doctors, when last did you check in on your female patients' #mentalhealth status? It's a hidden risk of developing… https://t.co/F9vYbDbBaE",Doctors last check female patients mentalhealth status It 's hidden risk developing… https //t.co/F9vYbDbBaE,"Sentiment(polarity=-0.05555555555555555, subjectivity=0.18888888888888888)",-0.05555555555555555,0.18888888888888888,en,1,0,SAHeart_ZA,False,mentalhealth,,South Africa,
1152080176563359745,Fri Jul 19 04:58:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @kate_hayward_: Infographics can be powerful! This one caught my 👁 bc #colourful but content hugely imp 4 clinical pharmacists. My siste…,RT kate_hayward_ Infographics powerful This one caught 👁 bc colourful content hugely imp 4 clinical pharmacists My siste…,"Sentiment(polarity=0.35000000000000003, subjectivity=0.95)",0.35000000000000003,0.95,en,0,1,Katrin71805074,,colourful,kate_hayward_,"Hamburg, Deutschland",
1152079019765932033,Fri Jul 19 04:53:37 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Join us at #SNIS2019 (booth #217) to see how RAPID can aid your entire #stroke team in providing the highest qualit… https://t.co/nqyvPf5Rm1,Join us SNIS2019 booth 217 see RAPID aid entire stroke team providing highest qualit… https //t.co/nqyvPf5Rm1,"Sentiment(polarity=0.0, subjectivity=0.625)",0.0,0.625,en,0,1,iSchemaView,False,"SNIS2019, stroke",,"Menlo Park, CA",
1152078922797862913,Fri Jul 19 04:53:14 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",having a #stroke... sum times ur heart needa #rest,stroke ... sum times ur heart needa rest,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,3,0,syzygias,,"stroke, rest",,"mty,mx.",
1152077694869233665,Fri Jul 19 04:48:21 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SaveChildsHeart: 2 weeks ago, Doctor Mike visited save a child’s heart with @amvoicesnisrael . Hear what he has to say about his visit…",RT SaveChildsHeart 2 weeks ago Doctor Mike visited save child ’ heart amvoicesnisrael Hear say visit…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,8,IsraelNitzan,,,"SaveChildsHeart, amvoicesnisrael","New York, USA",
1152077202520887297,Fri Jul 19 04:46:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @KeepItPumpingIn: #DidYouKnow A prior Heart Attack can put one at risk of Heart Failure. A Heart Attack may damage the heart’s muscle ti…,RT KeepItPumpingIn DidYouKnow A prior Heart Attack put one risk Heart Failure A Heart Attack may damage heart ’ muscle ti…,"Sentiment(polarity=-0.15833333333333335, subjectivity=0.15)",-0.15833333333333335,0.15,en,0,85,Wi_Fiiii,,DidYouKnow,KeepItPumpingIn,,
1152076352289271809,Fri Jul 19 04:43:01 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HopkinsMedicine: Delicious, colorful &amp; good for #hearthealth: Learn how little #berries pack a powerful punch. https://t.co/SAUljAiH7k…",RT HopkinsMedicine Delicious colorful amp good hearthealth Learn little berries pack powerful punch https //t.co/SAUljAiH7k…,"Sentiment(polarity=0.4225, subjectivity=0.7)",0.4225,0.7,en,0,9,DaNNcitA,False,"hearthealth, berries",HopkinsMedicine,Mex,
1152076212358897664,Fri Jul 19 04:42:28 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HarvardHealth: 6 simple things that can help lower your blood pressure: https://t.co/WLtbbupGaQ #HarvardHealth #HeartHealth https://t.c…,RT HarvardHealth 6 simple things help lower blood pressure https //t.co/WLtbbupGaQ HarvardHealth HeartHealth https //t.c…,"Sentiment(polarity=0.0, subjectivity=0.35714285714285715)",0.0,0.35714285714285715,en,0,58,DaNNcitA,False,"HarvardHealth, HeartHealth",HarvardHealth,Mex,
1152075138570915840,Fri Jul 19 04:38:12 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JACIInPractice: In Press! Risk of #acute #myocardial #infarction and #ischemic #stroke in patients with #asthma #exacerbation: A popula…,RT JACIInPractice In Press Risk acute myocardial infarction ischemic stroke patients asthma exacerbation A popula…,"Sentiment(polarity=0.6, subjectivity=0.9)",0.6,0.9,en,0,1,MarFdezNieto,,"acute, myocardial, infarction, ischemic, stroke, asthma, exacerbation",JACIInPractice,"Madrid, Comunidad de Madrid",
1152074927102521344,Fri Jul 19 04:37:21 +0000 2019,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",🤔 Did you know this simple herbal #recipe can be VERY helpful ✅for 🐕#Dogs 🐈#Cats with 💙#Arthritis 💛#Cancer ❤️… https://t.co/4IZJRXQptl,🤔 Did know simple herbal recipe VERY helpful ✅for 🐕 Dogs 🐈 Cats 💙 Arthritis 💛 Cancer ❤️… https //t.co/4IZJRXQptl,"Sentiment(polarity=0.1, subjectivity=0.32857142857142857)",0.1,0.32857142857142857,en,0,0,karendogwhisper,False,"recipe, Dogs, Cats, Arthritis, Cancer",,"Ontario, Canada",
1152074560327471106,Fri Jul 19 04:35:54 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dr_basilim @MedscapeNeuro Let’s not misinterpret this prospective, longitudinal study from China.  First, there’s… https://t.co/GY8k8FlqJK",dr_basilim MedscapeNeuro Let ’ misinterpret prospective longitudinal study China First ’ s… https //t.co/GY8k8FlqJK,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,0,DrStroke,,,"dr_basilim, MedscapeNeuro","Tampa, FL",
1152073199011549185,Fri Jul 19 04:30:29 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@AusSMC @georgeinstitute ""Diabetes is the ninth leading cause of death in women and claims 2.1 million female lives… https://t.co/LxMjuVpF9w",AusSMC georgeinstitute `` Diabetes ninth leading cause death women claims 2.1 million female lives… https //t.co/LxMjuVpF9w,"Sentiment(polarity=0.0, subjectivity=0.16666666666666666)",0.0,0.16666666666666666,en,0,0,AFC_Raz,,,"AusSMC, georgeinstitute","London, UK",
1152069466479419394,Fri Jul 19 04:15:39 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","My 4-month progress has been pretty good. It requires a lot of exercise and a ton of discipline, especially if (lik… https://t.co/AlUfCAsEh5",My 4-month progress pretty good It requires lot exercise ton discipline especially lik… https //t.co/AlUfCAsEh5,"Sentiment(polarity=0.31666666666666665, subjectivity=0.8666666666666667)",0.31666666666666665,0.8666666666666667,en,1,0,MoriNoHogosha,False,,,The shore of her sapphire seas,
1152068684027854848,Fri Jul 19 04:12:33 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mapmygenome: Cholesterol is good and bad. But is it ugly? 

Know more:  https://t.co/lUw5EtZwBb 

#Angina #Atherosclerosis #Cholesterol…",RT mapmygenome Cholesterol good bad But ugly Know https //t.co/lUw5EtZwBb Angina Atherosclerosis Cholesterol…,"Sentiment(polarity=-0.23333333333333328, subjectivity=0.7555555555555555)",-0.23333333333333328,0.7555555555555555,en,0,6,daisy_dalmmg,False,"Angina, Atherosclerosis, Cholesterol",mapmygenome,,
